Instance1_2s_30c_4v.txt;10;3.207;2305,042969;;2292,47583;;
Instance1_2s_30c_4v.txt;10;8.917;2275,275391;;;;
Instance1_2s_30c_4v.txt;10;3.772;2345,223633;;;;
Instance1_2s_30c_4v.txt;10;6.575;2292,921143;;;;
Instance1_2s_30c_4v.txt;10;6.987;2243,916016;;;;
Instance1_2s_30c_4v.txt;30;27.914;2158,509277;;2182,943604;;2212,833236
Instance1_2s_30c_4v.txt;30;20.664;2188,166992;;;;
Instance1_2s_30c_4v.txt;30;13.225;2163,124756;;;;
Instance1_2s_30c_4v.txt;30;26.423;2158,825684;;;;
Instance1_2s_30c_4v.txt;30;28.978;2246,091309;;;;
Instance1_2s_30c_4v.txt;60;35.897;2146,396973;;2163,080274;;
Instance1_2s_30c_4v.txt;60;43.712;2159,324951;;;;
Instance1_2s_30c_4v.txt;60;53.676;2178,011963;;;;
Instance1_2s_30c_4v.txt;60;53.425;2153,037354;;;;
Instance1_2s_30c_4v.txt;60;25.944;2178,630127;;;;
Instance2_2s_30c_4v.txt;10;7.89;2120,608643;;2141,074121;;
Instance2_2s_30c_4v.txt;10;9.247;2181,020264;;;;
Instance2_2s_30c_4v.txt;10;8.811;2142,522461;;;;
Instance2_2s_30c_4v.txt;10;5.268;2123,355713;;;;
Instance2_2s_30c_4v.txt;10;6.401;2137,863525;;;;
Instance2_2s_30c_4v.txt;30;5.158;2104,017822;;2120,682666;;2126,053809
Instance2_2s_30c_4v.txt;30;5.967;2164,081299;;;;
Instance2_2s_30c_4v.txt;30;28.394;2109,825195;;;;
Instance2_2s_30c_4v.txt;30;2.754;2111,100586;;;;
Instance2_2s_30c_4v.txt;30;24.67;2114,388428;;;;
Instance2_2s_30c_4v.txt;60;22.601;2103,012695;;2116,404638;;
Instance2_2s_30c_4v.txt;60;40.851;2129,264648;;;;
Instance2_2s_30c_4v.txt;60;53.084;2087,479248;;;;
Instance2_2s_30c_4v.txt;60;57.185;2115,97998;;;;
Instance2_2s_30c_4v.txt;60;51.188;2146,286621;;;;
Instance2_2s_40c_4v.txt;10;9.73;2303,716309;;2313,243604;;
Instance2_2s_40c_4v.txt;10;7.414;2289,251465;;;;
Instance2_2s_40c_4v.txt;10;9.514;2322,095947;;;;
Instance2_2s_40c_4v.txt;10;0.729;2328,602539;;;;
Instance2_2s_40c_4v.txt;10;6.064;2322,551758;;;;
Instance2_2s_40c_4v.txt;30;25.271;2244,655273;;2273,573633;;2280,69808
Instance2_2s_40c_4v.txt;30;26.298;2282,185303;;;;
Instance2_2s_40c_4v.txt;30;25.467;2298,523438;;;;
Instance2_2s_40c_4v.txt;30;17.245;2305,194092;;;;
Instance2_2s_40c_4v.txt;30;25.241;2237,310059;;;;
Instance2_2s_40c_4v.txt;60;32.579;2244,660889;;2255,277002;;
Instance2_2s_40c_4v.txt;60;52.998;2256,636963;;;;
Instance2_2s_40c_4v.txt;60;56.005;2280,864014;;;;
Instance2_2s_40c_4v.txt;60;49.786;2221,529297;;;;
Instance2_2s_40c_4v.txt;60;41.633;2272,693848;;;;
NewInstance3_2s_40c_4v.txt;10;5.361;2280,99585;;2296,257568;;
NewInstance3_2s_40c_4v.txt;10;2.103;2285,791992;;;;
NewInstance3_2s_40c_4v.txt;10;8.916;2309,097412;;;;
NewInstance3_2s_40c_4v.txt;10;9.878;2293,373535;;;;
NewInstance3_2s_40c_4v.txt;10;4.259;2312,029053;;;;
NewInstance3_2s_40c_4v.txt;30;29.432;2294,946045;;2291,739844;;2282,884017
NewInstance3_2s_40c_4v.txt;30;23.838;2300,007324;;;;
NewInstance3_2s_40c_4v.txt;30;19.948;2282,54126;;;;
NewInstance3_2s_40c_4v.txt;30;9.313;2286,018066;;;;
NewInstance3_2s_40c_4v.txt;30;21.959;2295,186523;;;;
NewInstance3_2s_40c_4v.txt;60;40.927;2253,199707;;2260,654639;;
NewInstance3_2s_40c_4v.txt;60;46.101;2241,886719;;;;
NewInstance3_2s_40c_4v.txt;60;37.491;2282,870605;;;;
NewInstance3_2s_40c_4v.txt;60;42.012;2271,112549;;;;
NewInstance3_2s_40c_4v.txt;60;54.655;2254,203613;;;;
NewInstance4_2s_40c_4v.txt;10;9.197;2475,890869;;2475,821094;;
NewInstance4_2s_40c_4v.txt;10;2.533;2501,59668;;;;
NewInstance4_2s_40c_4v.txt;10;6.191;2454,96875;;;;
NewInstance4_2s_40c_4v.txt;10;8.441;2452,068848;;;;
NewInstance4_2s_40c_4v.txt;10;5.957;2494,580322;;;;
NewInstance4_2s_40c_4v.txt;30;19.752;2442,423096;;2429,622315;;2436,844076
NewInstance4_2s_40c_4v.txt;30;26.871;2399,617676;;;;
NewInstance4_2s_40c_4v.txt;30;21.116;2456,83252;;;;
