Obj;2312,029053
Time;4259,000000
Vehicle;Orig;Dest;Dist;Rel;Dead;ServTime;DemDest;ArrTimeDest;ArrBattDest;ArrLoadDest;RecTime;PlugUsed;StartRecharging;
1;0;41;33,657280;0,000000;0,000000;0,000000;0;0,673146;8,268543;700;6,731457;1;0,673146
1;41;12;3,459627;4,460000;15,510000;0,370000;46;7,473795;14,308075;654;0,000000;0;0,000000
1;12;17;8,261123;3,240000;12,050000;0,520000;43;8,009016;12,655850;611;0,000000;0;0,000000
1;17;18;8,389421;6,180000;20,770000;0,240000;27;8,696805;10,977966;584;0,000000;0;0,000000
1;18;6;2,433195;3,180000;11,020000;0,170000;21;8,985469;10,491327;563;0,000000;0;0,000000
1;6;5;7,169677;10,760000;33,369999;0,290000;32;10,760000;9,057392;531;0,000000;0;0,000000
1;5;13;1,682878;9,460000;29,950001;0,260000;24;11,083658;8,720817;507;0,000000;0;0,000000
1;13;9;0,504167;10,170000;33,490002;0,280000;31;11,353742;8,619984;476;0,000000;0;0,000000
1;9;16;1,367375;5,240000;16,969999;0,210000;26;11,661089;8,346509;450;0,000000;0;0,000000
1;16;10;2,421274;15,400000;48,439999;0,430000;48;15,400000;7,862254;402;0,000000;0;0,000000
1;10;15;8,561832;10,750000;34,709999;0,260000;32;16,001236;6,149888;370;0,000000;0;0,000000
1;15;3;9,074175;6,660000;22,930000;0,510000;46;16,442720;4,335052;324;0,000000;0;0,000000
1;3;2;4,288720;10,750000;34,720001;0,520000;47;17,038494;3,477309;277;0,000000;0;0,000000
1;2;7;3,431093;13,890000;44,500000;0,270000;27;17,627117;2,791090;250;0,000000;0;0,000000
1;7;20;3,238915;12,070000;37,320000;0,290000;29;17,961895;2,143307;221;0,000000;0;0,000000
1;20;19;5,007074;12,460000;39,860001;0,520000;47;18,352037;1,141892;174;0,000000;0;0,000000
1;19;41;5,198044;0,000000;0,000000;0,000000;0;18,975998;0,102283;174;8,716668;1;18,975998
1;41;11;10,226696;15,090000;47,029999;0,350000;29;27,897200;6,773612;145;0,000000;0;0,000000
1;11;14;4,852305;14,080000;44,919998;0,260000;29;28,344246;5,803151;116;0,000000;0;0,000000
1;14;41;5,996000;0,000000;0,000000;0,000000;0;28,724167;4,603951;116;9,639688;1;28,724167
1;41;0;33,657280;0,000000;0,000000;0,000000;0;39,036999;7,512183;116;0,000000;1;0,000000
2;0;1;33,439060;3,730000;12,580000;0,560000;47;3,730000;8,312187;653;0,000000;0;0,000000
2;1;8;1,927145;1,180000;5,020000;0,160000;20;4,328543;7,926758;633;0,000000;0;0,000000
2;8;4;1,625775;1,620000;6,510000;0,410000;41;4,521058;7,601604;592;0,000000;0;0,000000
2;4;0;36,584347;0,000000;0,000000;0,000000;0;5,662745;0,284734;592;0,000000;1;0,000000
3;0;42;33,657280;0,000000;0,000000;0,000000;0;0,673146;8,268543;700;6,731457;1;0,673146
3;42;26;1,530708;4,620000;16,670000;0,450000;45;7,435217;14,693858;655;0,000000;0;0,000000
3;26;39;8,327134;13,450000;42,709999;0,500000;50;13,450000;13,028431;605;0,000000;0;0,000000
3;39;31;1,362821;6,330000;21,320000;0,220000;27;13,977256;12,755867;578;0,000000;0;0,000000
3;31;36;5,641319;12,290000;39,660000;0,380000;42;14,310082;11,627604;536;0,000000;0;0,000000
3;36;33;7,014377;7,400000;24,540001;0,400000;44;14,830370;10,224729;492;0,000000;0;0,000000
3;33;21;5,769195;4,640000;15,840000;0,230000;25;15,345754;9,070889;467;0,000000;0;0,000000
3;21;40;4,156712;8,370000;26,830000;0,290000;24;15,658888;8,239547;443;0,000000;0;0,000000
3;40;29;0,690617;8,740000;27,980000;0,320000;27;15,962700;8,101423;416;0,000000;0;0,000000
3;29;37;1,324768;4,820000;16,660000;0,530000;48;16,309195;7,836470;368;0,000000;0;0,000000
3;37;27;1,625213;7,690000;24,200001;0,550000;46;16,871700;7,511427;322;0,000000;0;0,000000
3;27;22;5,727961;14,250000;44,830002;0,500000;42;17,536259;6,365835;280;0,000000;0;0,000000
3;22;24;5,911398;12,490000;39,490002;0,470000;47;18,154488;5,183555;233;0,000000;0;0,000000
3;24;42;2,948035;0,000000;0,000000;0,000000;0;18,683447;4,593948;233;7,064068;1;18,683447
3;42;0;33,657280;0,000000;0,000000;0,000000;0;26,420660;4,926560;233;0,000000;1;0,000000
4;0;32;36,410313;3,600000;13,050000;0,360000;33;3,600000;7,717937;667;0,000000;0;0,000000
4;32;25;3,643885;1,570000;7,660000;0,490000;41;4,032878;6,989161;626;0,000000;0;0,000000
4;25;38;2,947878;2,240000;8,250000;0,510000;46;4,581835;6,399585;580;0,000000;0;0,000000
4;38;23;3,227012;2,040000;8,700000;0,590000;49;5,156375;5,754182;531;0,000000;0;0,000000
4;23;30;6,289505;1,400000;6,630000;0,310000;39;5,872166;4,496281;492;0,000000;0;0,000000
4;30;35;6,422824;3,540000;11,800000;0,320000;27;6,310622;3,211716;465;0,000000;0;0,000000
4;35;34;7,601654;3,700000;13,880000;0,460000;42;6,782655;1,691385;423;0,000000;0;0,000000
4;34;28;1,955175;2,580000;9,480000;0,380000;47;7,281759;1,300350;376;0,000000;0;0,000000
4;28;42;4,450989;0,000000;0,000000;0,000000;0;7,750779;0,410153;376;8,845250;1;7,750779
4;42;0;33,657280;0,000000;0,000000;0,000000;0;17,269175;2,523946;376;0,000000;1;0,000000
